date,asset,price,volume
2010-03-09 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-10 00:00:00+00:00,Equity(167 [AMZN]),130.51,5625700.0
2010-03-10 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-10 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-11 00:00:00+00:00,Equity(167 [AMZN]),133.58,7240800.0
2010-03-11 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-11 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-12 00:00:00+00:00,Equity(167 [AMZN]),131.82,6150800.0
2010-03-12 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-12 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-15 00:00:00+00:00,Equity(167 [AMZN]),131.13,6329200.0
2010-03-15 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-15 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-16 00:00:00+00:00,Equity(167 [AMZN]),131.79,4132500.0
2010-03-16 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-16 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-17 00:00:00+00:00,Equity(167 [AMZN]),131.34,4358800.0
2010-03-17 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-17 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-18 00:00:00+00:00,Equity(167 [AMZN]),132.76,5021300.0
2010-03-18 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-18 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-19 00:00:00+00:00,Equity(167 [AMZN]),130.35,8905000.0
2010-03-19 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-19 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-22 00:00:00+00:00,Equity(167 [AMZN]),130.47,5383400.0
2010-03-22 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-22 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-23 00:00:00+00:00,Equity(167 [AMZN]),129.26,4213100.0
2010-03-23 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-23 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-24 00:00:00+00:00,Equity(167 [AMZN]),128.04,4696400.0
2010-03-24 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-24 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-25 00:00:00+00:00,Equity(167 [AMZN]),134.73,16209600.0
2010-03-25 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-25 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-26 00:00:00+00:00,Equity(167 [AMZN]),135.06,6565700.0
2010-03-26 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-26 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-29 00:00:00+00:00,Equity(167 [AMZN]),135.12,4626900.0
2010-03-29 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-29 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-30 00:00:00+00:00,Equity(167 [AMZN]),136.579,6192700.0
2010-03-30 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-30 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-03-31 00:00:00+00:00,Equity(167 [AMZN]),135.77,4600600.0
2010-03-31 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-03-31 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-01 00:00:00+00:00,Equity(167 [AMZN]),131.81,8785800.0
2010-04-01 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-01 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-05 00:00:00+00:00,Equity(167 [AMZN]),131.49,5816500.0
2010-04-05 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-05 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-06 00:00:00+00:00,Equity(167 [AMZN]),135.56,7950300.0
2010-04-06 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-06 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-07 00:00:00+00:00,Equity(167 [AMZN]),134.87,5945400.0
2010-04-07 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-07 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-08 00:00:00+00:00,Equity(167 [AMZN]),140.96,12689100.0
2010-04-08 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-08 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-09 00:00:00+00:00,Equity(167 [AMZN]),140.06,6011100.0
2010-04-09 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-09 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-12 00:00:00+00:00,Equity(167 [AMZN]),141.2,5445300.0
2010-04-12 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-12 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-13 00:00:00+00:00,Equity(167 [AMZN]),140.16,4785500.0
2010-04-13 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-13 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-14 00:00:00+00:00,Equity(167 [AMZN]),144.28,7900300.0
2010-04-14 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-14 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-15 00:00:00+00:00,Equity(167 [AMZN]),145.82,7829600.0
2010-04-15 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-15 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-16 00:00:00+00:00,Equity(167 [AMZN]),142.171,8396800.0
2010-04-16 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-16 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-19 00:00:00+00:00,Equity(167 [AMZN]),142.43,6022000.0
2010-04-19 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-19 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-20 00:00:00+00:00,Equity(167 [AMZN]),144.2,4311700.0
2010-04-20 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-20 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-21 00:00:00+00:00,Equity(167 [AMZN]),146.43,7374400.0
2010-04-21 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-21 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-22 00:00:00+00:00,Equity(167 [AMZN]),150.09,15165800.0
2010-04-22 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-22 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-23 00:00:00+00:00,Equity(167 [AMZN]),143.63,18975200.0
2010-04-23 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-23 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-26 00:00:00+00:00,Equity(167 [AMZN]),147.11,9318300.0
2010-04-26 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-26 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-27 00:00:00+00:00,Equity(167 [AMZN]),142.02,8639000.0
2010-04-27 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-27 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-28 00:00:00+00:00,Equity(167 [AMZN]),139.35,9235300.0
2010-04-28 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-28 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-29 00:00:00+00:00,Equity(167 [AMZN]),141.73,6314200.0
2010-04-29 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-29 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-04-30 00:00:00+00:00,Equity(167 [AMZN]),137.1,6113500.0
2010-04-30 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-04-30 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-03 00:00:00+00:00,Equity(167 [AMZN]),137.49,5654600.0
2010-05-03 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-03 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-04 00:00:00+00:00,Equity(167 [AMZN]),129.83,12667800.0
2010-05-04 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-04 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-05 00:00:00+00:00,Equity(167 [AMZN]),130.93,9458100.0
2010-05-05 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-05 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-06 00:00:00+00:00,Equity(167 [AMZN]),128.71,10189000.0
2010-05-06 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-06 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-07 00:00:00+00:00,Equity(167 [AMZN]),124.98,11927600.0
2010-05-07 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-07 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-10 00:00:00+00:00,Equity(167 [AMZN]),131.29,6806100.0
2010-05-10 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-10 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-11 00:00:00+00:00,Equity(167 [AMZN]),130.46,6044100.0
2010-05-11 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-11 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-12 00:00:00+00:00,Equity(167 [AMZN]),133.87,5904500.0
2010-05-12 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-12 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-13 00:00:00+00:00,Equity(167 [AMZN]),131.47,5940200.0
2010-05-13 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-13 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-14 00:00:00+00:00,Equity(167 [AMZN]),128.533,5277800.0
2010-05-14 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-14 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-17 00:00:00+00:00,Equity(167 [AMZN]),128.91,5642200.0
2010-05-17 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-17 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-18 00:00:00+00:00,Equity(167 [AMZN]),126.28,5256900.0
2010-05-18 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-18 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-19 00:00:00+00:00,Equity(167 [AMZN]),124.59,6463300.0
2010-05-19 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-19 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-20 00:00:00+00:00,Equity(167 [AMZN]),119.71,8594400.0
2010-05-20 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-20 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-21 00:00:00+00:00,Equity(167 [AMZN]),122.72,7966900.0
2010-05-21 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-21 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-24 00:00:00+00:00,Equity(167 [AMZN]),122.12,4535900.0
2010-05-24 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-24 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-25 00:00:00+00:00,Equity(167 [AMZN]),124.86,6913400.0
2010-05-25 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-25 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-26 00:00:00+00:00,Equity(167 [AMZN]),123.21,6964600.0
2010-05-26 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-26 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-27 00:00:00+00:00,Equity(167 [AMZN]),126.7,4747700.0
2010-05-27 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-27 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-05-28 00:00:00+00:00,Equity(167 [AMZN]),125.46,3954800.0
2010-05-28 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-05-28 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-01 00:00:00+00:00,Equity(167 [AMZN]),123.24,3659500.0
2010-06-01 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-01 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-02 00:00:00+00:00,Equity(167 [AMZN]),126.31,4764700.0
2010-06-02 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-02 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-03 00:00:00+00:00,Equity(167 [AMZN]),128.76,5276900.0
2010-06-03 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-03 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-04 00:00:00+00:00,Equity(167 [AMZN]),122.77,5497700.0
2010-06-04 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-04 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-07 00:00:00+00:00,Equity(167 [AMZN]),122.01,6566400.0
2010-06-07 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-07 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-08 00:00:00+00:00,Equity(167 [AMZN]),118.835,11484400.0
2010-06-08 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-08 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-09 00:00:00+00:00,Equity(167 [AMZN]),117.91,7369200.0
2010-06-09 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-09 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-10 00:00:00+00:00,Equity(167 [AMZN]),123.21,6061800.0
2010-06-10 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-10 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-11 00:00:00+00:00,Equity(167 [AMZN]),123.03,4204600.0
2010-06-11 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-11 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-14 00:00:00+00:00,Equity(167 [AMZN]),123.83,3923000.0
2010-06-14 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-14 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-15 00:00:00+00:00,Equity(167 [AMZN]),126.84,4541000.0
2010-06-15 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-15 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-16 00:00:00+00:00,Equity(167 [AMZN]),126.9,3964300.0
2010-06-16 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-16 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-17 00:00:00+00:00,Equity(167 [AMZN]),125.89,3479000.0
2010-06-17 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-17 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-18 00:00:00+00:00,Equity(167 [AMZN]),125.83,3836000.0
2010-06-18 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-18 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-21 00:00:00+00:00,Equity(167 [AMZN]),122.55,5327700.0
2010-06-21 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-21 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-22 00:00:00+00:00,Equity(167 [AMZN]),122.307,6207200.0
2010-06-22 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-22 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-23 00:00:00+00:00,Equity(167 [AMZN]),121.45,5455100.0
2010-06-23 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-23 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-24 00:00:00+00:00,Equity(167 [AMZN]),118.33,7771100.0
2010-06-24 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-24 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-25 00:00:00+00:00,Equity(167 [AMZN]),121.0,5769700.0
2010-06-25 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-25 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-28 00:00:00+00:00,Equity(167 [AMZN]),117.8,5612200.0
2010-06-28 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-28 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-29 00:00:00+00:00,Equity(167 [AMZN]),108.61,12866300.0
2010-06-29 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-29 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-06-30 00:00:00+00:00,Equity(167 [AMZN]),109.26,9740700.0
2010-06-30 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-06-30 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-07-01 00:00:00+00:00,Equity(167 [AMZN]),110.96,8529800.0
2010-07-01 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-07-01 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-07-02 00:00:00+00:00,Equity(167 [AMZN]),109.14,4477100.0
2010-07-02 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-07-02 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
2010-07-06 00:00:00+00:00,Equity(167 [AMZN]),110.06,5219300.0
2010-07-06 00:00:00+00:00,Equity(1037 [FB]),,0.0
2010-07-06 00:00:00+00:00,Equity(1244 [GOOG]),,0.0
